job_id,job_title,role_category,company,location,experience_tier,min_experience_years,salary_lpa,employment_type,posting_date,required_skills,description
JOB000377,Mid Level AI Research Scientist,AI Research Scientist,Cisco Systems,"San Francisco, CA, USA",Mid Level,4.2,24.64,Full-time,2025-01-21,Research Paper Implementation; Python; Linear Algebra; PyTorch; Probability & Statistics; Neural Networks Fundamentals; Multivariate Calculus; Recurrent Neural Networks (RNN/LSTM); Convolutional Neural Networks (CNN); Large Language Models (LLMs); Scikit-Learn; Transformers & Attention Mechanisms; Hugging Face Ecosystem; Computer Vision (OpenCV); C++; Natural Language Processing (NLP); Business Acumen & Domain Knowledge,"We are looking for a talented Mid Level AI Research Scientist to join our team at Cisco Systems (San Francisco, CA, USA). The ideal candidate will have 4.2+ years of proven industry experience and strong proficiency in Research Paper Implementation; Python; Linear Algebra; PyTorch; Probability & Statistics; Neural Networks Fundamentals; Multivariate Calculus; Recurrent Neural Networks (RNN/LSTM); Convolutional Neural Networks (CNN); Large Language Models (LLMs); Scikit-Learn; Transformers & Attention Mechanisms; Hugging Face Ecosystem; Computer Vision (OpenCV); C++; Natural Language Processing (NLP); Business Acumen & Domain Knowledge. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000378,Entry Level Data Engineer,Data Engineer,Swiggy,"San Francisco, CA, USA",Entry Level,1.7,13.3,Hybrid Full-time,2026-02-19,"Apache Spark / PySpark; ETL / ELT Pipelines; Data Warehousing & Modeling; Python; PostgreSQL / MySQL; SQL; Apache Airflow; Git & GitHub; Linux & Bash; Databricks; Docker & Containerization; NoSQL & MongoDB; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Entry Level Data Engineer to join our team at Swiggy (San Francisco, CA, USA). The ideal candidate will have 1.7+ years of proven industry experience and strong proficiency in Apache Spark / PySpark; ETL / ELT Pipelines; Data Warehousing & Modeling; Python; PostgreSQL / MySQL; SQL; Apache Airflow; Git & GitHub; Linux & Bash; Databricks; Docker & Containerization; NoSQL & MongoDB; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000379,Mid Level Business Analyst,Business Analyst,Swiggy,Singapore,Mid Level,4.1,22.89,Full-time,2025-03-01,Problem Solving & Critical Thinking; Advanced Excel & VBA; Business Acumen & Domain Knowledge; Stakeholder Communication; SQL; Data Storytelling & KPI Dashboards; Tableau; Exploratory Data Analysis; Pandas & NumPy; Python; Data Warehousing & Modeling,"We are looking for a talented Mid Level Business Analyst to join our team at Swiggy (Singapore). The ideal candidate will have 4.1+ years of proven industry experience and strong proficiency in Problem Solving & Critical Thinking; Advanced Excel & VBA; Business Acumen & Domain Knowledge; Stakeholder Communication; SQL; Data Storytelling & KPI Dashboards; Tableau; Exploratory Data Analysis; Pandas & NumPy; Python; Data Warehousing & Modeling. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000380,Lead / Architect Computer Vision Engineer,Computer Vision Engineer,Infosys Cobalt,"Hyderabad, India",Lead / Architect,13.0,45.49,Full-time,2026-01-29,"Neural Networks Fundamentals; Computer Vision (OpenCV); Convolutional Neural Networks (CNN); Python; Linear Algebra; Model Serving & FastAPI; Docker & Containerization; Scikit-Learn; TensorFlow & Keras; Linux & Bash; AWS (S3, EC2, Lambda, SageMaker); Transformers & Attention Mechanisms","We are looking for a talented Lead / Architect Computer Vision Engineer to join our team at Infosys Cobalt (Hyderabad, India). The ideal candidate will have 13.0+ years of proven industry experience and strong proficiency in Neural Networks Fundamentals; Computer Vision (OpenCV); Convolutional Neural Networks (CNN); Python; Linear Algebra; Model Serving & FastAPI; Docker & Containerization; Scikit-Learn; TensorFlow & Keras; Linux & Bash; AWS (S3, EC2, Lambda, SageMaker); Transformers & Attention Mechanisms. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000381,Senior Level MLOps Engineer,MLOps Engineer,TCS Innovation Lab,Remote (Global),Senior Level,5.8,31.03,Full-time,2025-11-12,"CI/CD Pipelines (GitHub Actions); Python; Linux & Bash; MLflow & Experiment Tracking; Docker & Containerization; DVC (Data Version Control); Git & GitHub; Scikit-Learn; AWS (S3, EC2, Lambda, SageMaker); PyTorch; Model Serving & FastAPI; Apache Kafka; Apache Airflow","We are looking for a talented Senior Level MLOps Engineer to join our team at TCS Innovation Lab (Remote (Global)). The ideal candidate will have 5.8+ years of proven industry experience and strong proficiency in CI/CD Pipelines (GitHub Actions); Python; Linux & Bash; MLflow & Experiment Tracking; Docker & Containerization; DVC (Data Version Control); Git & GitHub; Scikit-Learn; AWS (S3, EC2, Lambda, SageMaker); PyTorch; Model Serving & FastAPI; Apache Kafka; Apache Airflow. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000382,Lead / Architect NLP Engineer,NLP Engineer,NVIDIA,"Gurgaon / Delhi NCR, India",Lead / Architect,10.7,77.57,Full-time,2025-03-02,PyTorch; Transformers & Attention Mechanisms; Hugging Face Ecosystem; Scikit-Learn; Python; Retrieval-Augmented Generation (RAG); Large Language Models (LLMs); Prompt Engineering & Fine-Tuning; Vector Databases (Chroma/Pinecone/Milvus); Model Serving & FastAPI; Docker & Containerization; MLflow & Experiment Tracking; Exploratory Data Analysis; Supervised Learning,"We are looking for a talented Lead / Architect NLP Engineer to join our team at NVIDIA (Gurgaon / Delhi NCR, India). The ideal candidate will have 10.7+ years of proven industry experience and strong proficiency in PyTorch; Transformers & Attention Mechanisms; Hugging Face Ecosystem; Scikit-Learn; Python; Retrieval-Augmented Generation (RAG); Large Language Models (LLMs); Prompt Engineering & Fine-Tuning; Vector Databases (Chroma/Pinecone/Milvus); Model Serving & FastAPI; Docker & Containerization; MLflow & Experiment Tracking; Exploratory Data Analysis; Supervised Learning. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000383,Mid Level Backend Software Engineer,Backend Software Engineer,Snowflake,"Bangalore, India",Mid Level,4.3,14.13,Full-time,2025-02-12,"Data Structures & Algorithms; RESTful API Design; PostgreSQL / MySQL; SQL; Git & GitHub; System Design & Distributed Systems; Redis & Caching; Docker & Containerization; Linux & Bash; AWS (S3, EC2, Lambda, SageMaker); Kubernetes; NoSQL & MongoDB","We are looking for a talented Mid Level Backend Software Engineer to join our team at Snowflake (Bangalore, India). The ideal candidate will have 4.3+ years of proven industry experience and strong proficiency in Data Structures & Algorithms; RESTful API Design; PostgreSQL / MySQL; SQL; Git & GitHub; System Design & Distributed Systems; Redis & Caching; Docker & Containerization; Linux & Bash; AWS (S3, EC2, Lambda, SageMaker); Kubernetes; NoSQL & MongoDB. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000384,Mid Level AI Research Scientist,AI Research Scientist,PhonePe,"Hyderabad, India",Mid Level,4.9,26.22,Full-time,2025-01-04,Neural Networks Fundamentals; PyTorch; Python; Probability & Statistics; Linear Algebra; Research Paper Implementation; Multivariate Calculus; Recurrent Neural Networks (RNN/LSTM); Scikit-Learn; Convolutional Neural Networks (CNN); Large Language Models (LLMs); Hugging Face Ecosystem; Natural Language Processing (NLP),"We are looking for a talented Mid Level AI Research Scientist to join our team at PhonePe (Hyderabad, India). The ideal candidate will have 4.9+ years of proven industry experience and strong proficiency in Neural Networks Fundamentals; PyTorch; Python; Probability & Statistics; Linear Algebra; Research Paper Implementation; Multivariate Calculus; Recurrent Neural Networks (RNN/LSTM); Scikit-Learn; Convolutional Neural Networks (CNN); Large Language Models (LLMs); Hugging Face Ecosystem; Natural Language Processing (NLP). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000385,Entry Level MLOps Engineer,MLOps Engineer,PhonePe,Singapore,Entry Level,0.7,6.46,Full-time,2025-11-30,"Linux & Bash; CI/CD Pipelines (GitHub Actions); MLflow & Experiment Tracking; Kubernetes; Python; DVC (Data Version Control); Scikit-Learn; AWS (S3, EC2, Lambda, SageMaker); Git & GitHub; System Design & Distributed Systems; Database Indexing & Query Tuning; Apache Airflow; Apache Kafka","We are looking for a talented Entry Level MLOps Engineer to join our team at PhonePe (Singapore). The ideal candidate will have 0.7+ years of proven industry experience and strong proficiency in Linux & Bash; CI/CD Pipelines (GitHub Actions); MLflow & Experiment Tracking; Kubernetes; Python; DVC (Data Version Control); Scikit-Learn; AWS (S3, EC2, Lambda, SageMaker); Git & GitHub; System Design & Distributed Systems; Database Indexing & Query Tuning; Apache Airflow; Apache Kafka. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000386,Senior Level Computer Vision Engineer,Computer Vision Engineer,Goldman Sachs,"Hyderabad, India",Senior Level,7.1,26.76,Contract,2025-11-05,"Computer Vision (OpenCV); Convolutional Neural Networks (CNN); Python; Linear Algebra; Neural Networks Fundamentals; PyTorch; TensorFlow & Keras; C++; Docker & Containerization; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker); Linux & Bash","We are looking for a talented Senior Level Computer Vision Engineer to join our team at Goldman Sachs (Hyderabad, India). The ideal candidate will have 7.1+ years of proven industry experience and strong proficiency in Computer Vision (OpenCV); Convolutional Neural Networks (CNN); Python; Linear Algebra; Neural Networks Fundamentals; PyTorch; TensorFlow & Keras; C++; Docker & Containerization; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker); Linux & Bash. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000387,Senior Level AI Research Scientist,AI Research Scientist,Goldman Sachs,"London, UK",Senior Level,5.7,32.18,Full-time,2025-05-07,Python; Neural Networks Fundamentals; Linear Algebra; PyTorch; Probability & Statistics; Research Paper Implementation; Multivariate Calculus; Recurrent Neural Networks (RNN/LSTM); Scikit-Learn; Transformers & Attention Mechanisms; Convolutional Neural Networks (CNN); Large Language Models (LLMs); Natural Language Processing (NLP); Bash/Shell Scripting,"We are looking for a talented Senior Level AI Research Scientist to join our team at Goldman Sachs (London, UK). The ideal candidate will have 5.7+ years of proven industry experience and strong proficiency in Python; Neural Networks Fundamentals; Linear Algebra; PyTorch; Probability & Statistics; Research Paper Implementation; Multivariate Calculus; Recurrent Neural Networks (RNN/LSTM); Scikit-Learn; Transformers & Attention Mechanisms; Convolutional Neural Networks (CNN); Large Language Models (LLMs); Natural Language Processing (NLP); Bash/Shell Scripting. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000388,Senior Level MLOps Engineer,MLOps Engineer,Meta AI,"New York, NY, USA",Senior Level,7.8,43.87,Full-time,2026-01-12,"CI/CD Pipelines (GitHub Actions); Linux & Bash; Python; Docker & Containerization; MLflow & Experiment Tracking; Kubernetes; DVC (Data Version Control); Git & GitHub; PyTorch; Scikit-Learn; AWS (S3, EC2, Lambda, SageMaker); Apache Airflow; Apache Kafka; Data Structures & Algorithms","We are looking for a talented Senior Level MLOps Engineer to join our team at Meta AI (New York, NY, USA). The ideal candidate will have 7.8+ years of proven industry experience and strong proficiency in CI/CD Pipelines (GitHub Actions); Linux & Bash; Python; Docker & Containerization; MLflow & Experiment Tracking; Kubernetes; DVC (Data Version Control); Git & GitHub; PyTorch; Scikit-Learn; AWS (S3, EC2, Lambda, SageMaker); Apache Airflow; Apache Kafka; Data Structures & Algorithms. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000389,Mid Level Backend Software Engineer,Backend Software Engineer,Uber,"San Francisco, CA, USA",Mid Level,4.4,18.16,Full-time,2026-04-12,"SQL; Python; PostgreSQL / MySQL; Git & GitHub; RESTful API Design; Data Structures & Algorithms; Docker & Containerization; Redis & Caching; System Design & Distributed Systems; Linux & Bash; Model Serving & FastAPI; Kubernetes; Java; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Mid Level Backend Software Engineer to join our team at Uber (San Francisco, CA, USA). The ideal candidate will have 4.4+ years of proven industry experience and strong proficiency in SQL; Python; PostgreSQL / MySQL; Git & GitHub; RESTful API Design; Data Structures & Algorithms; Docker & Containerization; Redis & Caching; System Design & Distributed Systems; Linux & Bash; Model Serving & FastAPI; Kubernetes; Java; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
